,recipe_list_url,recipe_name,recipe_url,recipe_long_name,recipe_ing,recipe,tags,times,servings
10,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,"Coriander Garlic Chutney, Palak Dhania Chutney",https://www.tarladalal.com/coriander-garlic-chutney-palak-dhania-chutney-33385r,"Coriander Garlic Chutney, Palak Dhania Chutney recipe - How to make Coriander Garlic Chutney, Palak Dhania Chutney","For Coriander Garlic Chutney:
 1 1/4 cups chopped coriander (dhania)
 1 1/2 tbsp sour curds (khatta dahi)
 1 1/2 tbsp roasted chana dal (daria)
 2 tsp roughly chopped small green chillies
 1 tsp chopped ginger (adrak)
 1 1/2 tsp chopped garlic (lehsun)
 1 tbsp chopped spinach (palak)
 salt to taste","For coriander garlic chutney
To make 
coriander garlic chutney
, combine all the ingredients with 2 tbsp of water in a mixer and blend till smooth.
Refrigerate the 
 in an air-tight container and use as required.","Gujarati Kachumber / Chutneys / Achar
Mumbai Street Food
different kinds of Indian chutney
Indian Party
Indian Birthday Party
Mixer","Preparation Time: 10 mins, Cooking Time: 0 mins , Total Time: 10 mins ,         ",Makes 0.5 cup
11,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,"Baked Sweet Potato Fries, Indian Shakarkand Finger Chips",https://www.tarladalal.com/baked-sweet-potato-fries-indian-shakarkand-finger-chips-42359r,"Baked Sweet Potato Fries, Indian Shakarkand Finger Chips recipe - How to make Baked Sweet Potato Fries, Indian Shakarkand Finger Chips","For Baked Sweet Potato Fries:
 2 cups sweet potato fingers
 1 tbsp cornflour
 1/2 tsp sea salt (khada namak)
 1 1/2 tbsp olive oil
 1/2 tsp garlic (lehsun) powder
 1/4 tsp freshly ground black pepper (kalimirch)
 1/2 tsp chilli powder","For baked sweet potato fries
To make 
baked sweet potato fries
, combine the sweet potato fingers, cornflour and sea salt in a deep bowl and mix well.
Add olive oil and toss well again.
Place the sweet potatoes on a baking tray and ensure there is a gap between each fry. You will need to put the fries in 2 baking trays.
Bake in a pre-heated oven at 210ºc (420ºf) for 25 minutes, while turning the fries once in between after 12 minutes.
Add the garlic powder, pepper powder and chilli powder and toss well.
Serve the 
 immediately.","Gujarati  Faral, Faraal
Evening Tea Snacks
Mahashivaratri
Ekadashi Recipes, Ekadasi
Shravan
High Tea Party
Indian Party Starters","Preparation Time: 15 mins, Cooking Time: 0 mins , Total Time: 30 mins ,     Baking time:    15 minutes   Baking temperature:    200ºC (400ºF)       ",3
12,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,"Coconut Chikki, Kopra Chikki Made in Jaggery",https://www.tarladalal.com/coconut-chikki-kopra-chikki-made-in-jaggery-40999r,"Coconut Chikki, Kopra Chikki Made in Jaggery recipe - How to make Coconut Chikki, Kopra Chikki Made in Jaggery","For Coconut Chikki:
 1 1/2 cups chopped jaggery (gur)
 2 cups desiccated coconut","For coconut chikki
To make 
coconut chikki
, heat an aluminium kadhai on a high flame.
Add the jaggery, mix well and cook on a high flame for 2 minutes, while stirring continuously.
Lower the flame to slow and keep stirring continuously for 2 minutes, till it forms foam and changes the colour.
Switch off the flame and keep stirring for few more seconds.
Add the desiccated coconut and mix very well.
Put it on a greased platform, while mixing it upside down using a flat ladle.
Pat the mixture, with greased  hands and roll it using a greased rolling pin to make 325 mm. (13”) diameter circle.
While rolling make sure it does not stick on the platform. If it sticks, loosen it using a flat ladle, and roll again.
Cut immediately using  a sharp knife into equal squares. Cool completely.
Break the 
 into pieces and store it in an airtight container in a cool and dry place.","Gujarati Sweet Mithai
Comfort Foods
Sweet Snacks
Traditional Indian Mithai
Chikki
Makar  Sankranti Pongal Festival
Kadai Veg","Preparation Time: 15 mins, Cooking Time: 6 mins, Total Time: 21 mins ,         ",44
13,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,Mixed Dal in A Microwave,https://www.tarladalal.com/mixed-dal-in-a-microwave-678r,Mixed Dal in A Microwave recipe - How to make Mixed Dal in A Microwave,"2 tbsp green moong dal (split  green gram)
 2 tbsp masoor dal (split red lentil)
 2 tbsp urad dal (split black lentils)
 salt to taste
 1/2 tsp turmeric powder (haldi)
 4 tbsp butter
 1 tsp cumin seeds (jeera)
 3/4 cup finely chopped tomatoes
 1/2 cup finely chopped onions
 1 1/2 tsp chopped green chillies
 2 tsp chopped ginger (adrak)
 1 tsp chilli powder
 4 tbsp chopped coriander (dhania)","Method
Combine all the dals with 1½ cups of hot water in a microwave safe bowl, cover it with a lid and soak for 30 minutes.
Add the salt and turmeric powder and mix well. Cover it with a microwave safe lid and microwave on high for 15 minutes. Keep aside.
Put the butter in another microwave safe bowl and microwave on high for 30 seconds.
Add the cumin seeds and microwave on high for 30 seconds.
Add the tomatoes, onions, green chillies, ginger, chilli powder, coriander, cooked dals and little salt, mix well and microwave on high for 4 minutes, while stirring once after 2 minutes.
Serve immediately.","Cuisine
Indian Veg Recipes
Hyderabadi Dishes, Hyderabadi
Collection of Gujarati Dals / Kadhis
Celebration Dals
Indian Party
Microwave","Preparation Time: 15 mins, Cooking Time: 20 mins, Total Time: 1 hours 5 minutes, Soaking time:  30 minutes           ",4
14,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,Pineapple Basundi,https://www.tarladalal.com/pineapple-basundi-3603r,Pineapple Basundi recipe - How to make Pineapple Basundi,"For The Pineapple Mixture:
 3/4 cup freshly grated pineapple
 1 tsp sugar
 Other Ingredients:
 4 1/2 cups full-fat milk
 1/4 tsp saffron (kesar) strands
 2 tbsp warm full-fat milk
 5 tbsp sugar
 1/2 tsp cardamom (elaichi) powder","For the pineapple mixture
Combine the pineapple and sugar in a broad non-stick pan, mix well and cook on a medium flame for 4 minutes, while stirring occasionally.
Cool completely.
How to proceed
Combine the saffron and 2 tbsp of warm milk in a small bowl, mix well and keep aside.
Combine the milk and sugar in a deep non-stick pan, mix well and cook on a medium flame for 25 minutes, while stirring occasionally and scrapping the sides of the pan.
Add the saffron-milk mixture and cardamom powder, mix well and cook on a medium flame for 1 minute, while stirring continuously. Cool completely.
Once cooled, add the pineapple mixture and mix well.
Refrigerate for 1 hour and serve chilled.","Gujarati Sweet Mithai
Traditional Indian Mithai
Low Cal Sweets / Desserts
Dussehra recipes | Dussehra Sweets
Raksha - Bandhan
Non-stick Pan","Preparation Time: 15 mins, Cooking Time: 30 mins, Total Time: 45 mins ,         ",5
15,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,"Bajra Ragi Methi Khakhra, Multi Flour Khakhra",https://www.tarladalal.com/bajra-ragi-methi-khakhra-multi-flour-khakhra-22466r,"Bajra Ragi Methi Khakhra, Multi Flour Khakhra recipe - How to make Bajra Ragi Methi Khakhra, Multi Flour Khakhra","For Bajra Ragi Methi Khakhra:
 1/2 cup bajra (black millet) flour
 1/3 cup ragi (nachni / red millet) flour
 2 tbsp whole wheat flour (gehun ka atta)
 1/2 tsp ginger-garlic (adrak-lehsun) paste
 1/4 tsp finely chopped green chillies
 3 tbsp finely chopped fenugreek leaves (methi) leaves
 1/4 tsp turmeric powder (haldi)
 1 tsp oil
 salt to taste
 Other Ingredients For Bajra Ragi Methi Khakhra:
 2 1/2 tsp ghee for cooking","For bajra ragi methi khakhra
To make 
bajra ragi methi khakhra
, combine all the ingredients and knead to make a soft dough using enough water.
Divide the dough into 5 equal portions and roll out each portion into a 125 mm. (5"") diameter thin circle.
Cook 1 circle on a tava (griddle) on both sides using a little ghee until light pink spots appear.
With the help of a folded muslin cloth, press the khakhra from all the sides and cook over a slow flame till it is crisp.
Repeat with remaining circles to make 4 more khakhras.
Cool the 
 completely and serve.","Gujarati Breakfast
Breakfast Khakhras
Tava
Indian Cancer Patients
High Fiber
Pregnancy Breakfast
Pregnancy Snacks","Preparation Time: 10 mins, Cooking Time: 15 mins, Total Time: 25 mins ,         ",5
16,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,"Purple Mogri Stir Fry, Radish Pods Stir Fry",https://www.tarladalal.com/purple-mogri-stir-fry-radish-pods-stir-fry-42279r,"Purple Mogri Stir Fry, Radish Pods Stir Fry recipe - How to make Purple Mogri Stir Fry, Radish Pods Stir Fry","For Purple Mogri Stir Fry:
 30 purple radish pods (mogri) , washed and cut into 1” pieces
 1 1/2 tsp oil
 1/2 tsp mustard seeds ( rai / sarson)
 1/4 tsp asafoetida (hing)
 salt to taste","For purple mogri stir fry
To make 
purple mogri stir fry
, heat the oil in a broad non-stick pan, add the mustard seeds and sauté on a medium flame for 20 seconds.
Add asafoetida, radish pods and salt and mix well. Cover with a lid and cook on a high flame for 40 seconds.
Serve the 
 immediately.","Gujarati Kachumber / Chutneys / Achar
Side Dishes
Indian Stir Fry
Pickles / Achar
Indian Party
Quick Stir-Fries
Foods to cook in December","Preparation Time: 2 mins, Cooking Time: 1 mins, Total Time: 3 mins ,         ",2
17,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,Multigrain Methi Thepla Dough,https://www.tarladalal.com/multigrain-methi-thepla-dough-42288r,Multigrain Methi Thepla Dough recipe - How to make Multigrain Methi Thepla Dough,"1 cup whole wheat flour (gehun ka atta)
 2 tbsp bajra (black millet) flour
 2 tbsp jowar (white millet) flour
 2 tbsp ragi (nachni / red millet) flour
 1/2 cup finely chopped fenugreek (methi) leaves
 2 tsp sesame seeds (til)
 1 tbsp honey
 1/2 tsp ginger-green chilli paste
 1 tbsp oil
 1 tsp flax seeds
 salt to taste","Method
Combine all the ingredients in a bowl and knead into a semi-soft dough using enough water.
Store in an air-tight container in the fridge. Use as required.","Gujarati Roti, Thepla recipe collection
Breakfast Theplas, Parathas
Gujarati Dinner","Preparation Time: 10 mins, Cooking Time: 0 mins , Total Time: 10 mins ,         ",24
18,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,Dhokla Subzi,https://www.tarladalal.com/dhokla-subzi-38909r,Dhokla Subzi recipe - How to make Dhokla Subzi,"For The Dhokla:
 1/4 cup green moong dal (split  green gram) soaked for 2 to 3 hours
 2 green chillies , roughly chopped
 salt to taste
 a pinch of asafoetida (hing)
 1 tsp fruit salt
 oil for greasing
 Other Ingredients:
 2 cups ridge gourd (turai) , cut diagonally
 1 tbsp oil
 1/2 tsp mustard seeds ( rai / sarson)
 1/4 tsp asafoetida (hing)
 a pinch of soda bi-carb
 salt to taste
 1 cup boiled sweet corn kernels (makai ke dane)
 To Be Blended Into A Smooth Paste (using A Little Water):
 1/2 cup finely chopped coriander (dhania)
 3 green chillies , roughly chopped
 1/2 tsp lemon juice
 To Be Mixed Into A Masala:
 1/4 cup finely chopped coriander (dhania)
 2 tbsp grated coconut
 1 tsp sugar
 1/4 tsp chilli powder
 1 tsp coriander (dhania) powder
 salt to taste","For the dhokla
Drain the green moong dal, add the green chillies and 2 tbsp of water and blend in a mixer to a smooth mixture.
Transfer the mixture into a bowl add the salt and asafoetida and mix well.
Just before steaming, add the fruit salt and 1 tsp of water over it.
When the bubbles form, mix gently.
Grease a 100 mm. (6”) thali with a little oil and pour the prepared batter into it.
Steam in a steamer for 7 minutes.
Remove, allow it cool a little and cut into equal sized squares. Keep aside.
How to proceed
Heat the oil in a kadhai and add the mustard seeds.
When the seeds crackle, add the asafoetida, ¾ cup of water and bring to boil.
Add the turai, soda-bi-carb, salt and the sweet corn, mix well and cook on a medium flame for 4 to 5 minutes, while stirring occasionally.
Add the paste and the masala, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally.
Just before serving, add the dhokla pieces, mix gently and cook on a medium flame for 2 minutes, while stirring occasionally.
Serve hot.","Gujarati Shaak Sabzi
Dinner
Sukhi Sabzis
Traditional Indian Sabzis
Indian Party
Gujarati Dinner","Preparation Time: 15 mins, Cooking Time: 15 mins, Total Time: 30 mins ,         ",4
19,https://www.tarladalal.com/recipes-for-veg-recipes-gujarati-24?pageindex=15,Trevti Dal ( Gujarati Recipe),https://www.tarladalal.com/trevti-dal--gujarati-recipe-615r,Trevti Dal ( Gujarati Recipe) recipe - How to make Trevti Dal ( Gujarati Recipe),"1/4 cup chana dal (split bengal gram)
 1/4 cup toovar (arhar) dal
 1/4 cup yellow moong dal (split yellow gram)
 2 tbsp oil
 1/2 tsp cumin seeds (jeera)
 2 cloves (laung / lavang)
 1 bayleaf (tejpatta)
 1 whole dry kashmiri red chilli , broken into pieces
 1/4 tsp asafoetida (hing)
 2 tsp ginger-green chilli paste
 1/4 tsp turmeric powder (haldi)
 1 tbsp lemon juice
 salt to taste
 For The Garnish:
 2 tbsp finely chopped coriander (dhania)
 For Serving:
 bhakhri
 garlic chutney","Method
Wash the dals, add 1½ cups of water and pressure cook for 3 whistles.
Allow the steam to escape before opening the lid. Keep aside.
Heat the oil in a deep non-stick pan and add the cumin seeds, cloves, bayleaf, red chillies and asafoetida.
When the seeds crackle, add the ginger-green chilli paste and sauté for a few seconds.
Add the cooked dal, turmeric powder, lemon juice, salt and 1¼ cups of water and mix well.
Bring to boil and simmer for 5 to 7 minutes, while stirring once in between.
Garnish with coriander and serve hot with bhakhri and garlic chutney.","Collection of Gujarati Dals / Kadhis
Indian Dal and Kadhi
 Popular Dals from all over India
Indian Party
Pressure Cooker
Non-stick Pan","Preparation Time: 10 mins, Cooking Time: 25 mins, Total Time: 35 mins ,         ",4
